Semaine,Date_debut,Mois,Trimestre,Maladie,Total_cas,Total_deces,Taux_letalite_pct
2023-S04,2023-01-29,1,Q1,PFA,18.0,0.0,0.0
2023-S05,2023-01-30,1,Q1,PFA,35.0,0.0,0.0
2023-S05,2023-02-01,2,Q1,PFA,29.0,0.0,0.0
2023-S06,2023-02-06,2,Q1,PFA,1.0,0.0,0.0
2023-S07,2023-02-13,2,Q1,PFA,25.0,5.4,21.6
2023-S07,2023-02-16,2,Q1,PFA,2.0,0.0,0.0
2023-S08,2023-02-20,2,Q1,PFA,35.0,6.4,18.29
2023-S08,2023-02-22,2,Q1,PFA,1.0,0.0,0.0
2023-S08,2023-02-23,2,Q1,PFA,2.0,0.0,0.0
2023-S22,2023-06-02,6,Q2,PFA,21.0,1.0,4.76
2023-S35,2023-09-01,9,Q3,PFA,30.0,0.0,0.0
2023-S48,2023-12-01,12,Q4,PFA,1.0,0.0,0.0
2023-S00,2023-01-01,1,Q1,PNEUMONIE,1117.0,0.0,0.0
2023-S01,2023-01-02,1,Q1,PNEUMONIE,2976.0,431.3,14.49
2023-S02,2023-01-09,1,Q1,PNEUMONIE,4958.0,349.6,7.05
2023-S03,2023-01-16,1,Q1,PNEUMONIE,16428.0,361.8,2.2
2023-S03,2023-01-17,1,Q1,PNEUMONIE,90.0,1.0,1.11
2023-S03,2023-01-19,1,Q1,PNEUMONIE,1408.0,0.0,0.0
2023-S03,2023-01-22,1,Q1,PNEUMONIE,182.0,0.0,0.0
2023-S04,2023-01-23,1,Q1,PNEUMONIE,15883.0,231.0,1.45
2023-S04,2023-01-24,1,Q1,PNEUMONIE,493.0,1.0,0.2
2023-S04,2023-01-26,1,Q1,PNEUMONIE,1389.0,1.0,0.07
2023-S04,2023-01-29,1,Q1,PNEUMONIE,720.0,0.0,0.0
2023-S05,2023-01-30,1,Q1,PNEUMONIE,14128.0,11.0,0.08
2023-S05,2023-02-01,2,Q1,PNEUMONIE,13669.0,18.0,0.13
2023-S06,2023-02-06,2,Q1,PNEUMONIE,1719.0,0.0,0.0
2023-S07,2023-02-13,2,Q1,PNEUMONIE,15712.0,326.6,2.08
2023-S07,2023-02-16,2,Q1,PNEUMONIE,1879.0,2.0,0.11
2023-S08,2023-02-20,2,Q1,PNEUMONIE,12284.0,352.5,2.87
2023-S08,2023-02-22,2,Q1,PNEUMONIE,1552.0,1.0,0.06
2023-S08,2023-02-23,2,Q1,PNEUMONIE,268.0,2.0,0.75
2023-S22,2023-06-02,6,Q2,PNEUMONIE,12908.0,18.0,0.14
2023-S26,2023-07-01,7,Q3,PNEUMONIE,95.0,0.0,0.0
2023-S35,2023-09-01,9,Q3,PNEUMONIE,11982.0,8.0,0.07
2023-S35,2023-09-02,9,Q3,PNEUMONIE,1192.0,1.0,0.08
2023-S48,2023-12-01,12,Q4,PNEUMONIE,1115.0,2.0,0.18
2023-S48,2023-12-02,12,Q4,PNEUMONIE,10.0,0.0,0.0
2023-S00,2023-01-01,1,Q1,Paludisme (confirmé),8080.0,15.0,0.19
2023-S01,2023-01-02,1,Q1,Paludisme (confirmé),35623.0,6106.2,17.14
2023-S02,2023-01-09,1,Q1,Paludisme (confirmé),39895.0,5849.6,14.66
2023-S03,2023-01-16,1,Q1,Paludisme (confirmé),258132.0,7559.6,2.93
2023-S03,2023-01-17,1,Q1,Paludisme (confirmé),20463.0,20.0,0.1
2023-S03,2023-01-19,1,Q1,Paludisme (confirmé),5288.0,13.0,0.25
2023-S03,2023-01-22,1,Q1,Paludisme (confirmé),20281.0,17.0,0.08
2023-S04,2023-01-23,1,Q1,Paludisme (confirmé),251618.0,8489.0,3.37
2023-S04,2023-01-24,1,Q1,Paludisme (confirmé),12369.0,9.0,0.07
2023-S04,2023-01-26,1,Q1,Paludisme (confirmé),9121.0,10.0,0.11
2023-S04,2023-01-29,1,Q1,Paludisme (confirmé),4544.0,4.0,0.09
2023-S05,2023-01-30,1,Q1,Paludisme (confirmé),263599.0,213.0,0.08
2023-S05,2023-02-01,2,Q1,Paludisme (confirmé),237174.0,155.0,0.07
2023-S06,2023-02-06,2,Q1,Paludisme (confirmé),20218.0,226.0,1.12
2023-S07,2023-02-13,2,Q1,Paludisme (confirmé),265670.0,6065.4,2.28
2023-S07,2023-02-16,2,Q1,Paludisme (confirmé),5479.0,9.0,0.16
2023-S08,2023-02-20,2,Q1,Paludisme (confirmé),221350.0,5284.9,2.39
2023-S08,2023-02-22,2,Q1,Paludisme (confirmé),7138.0,7.0,0.1
2023-S08,2023-02-23,2,Q1,Paludisme (confirmé),19446.0,35.0,0.18
2023-S22,2023-06-02,6,Q2,Paludisme (confirmé),247194.0,166.0,0.07
2023-S26,2023-07-01,7,Q3,Paludisme (confirmé),8061.0,2.0,0.02
2023-S35,2023-09-01,9,Q3,Paludisme (confirmé),222356.0,136.0,0.06
2023-S35,2023-09-02,9,Q3,Paludisme (confirmé),6502.0,3.0,0.05
2023-S48,2023-12-01,12,Q4,Paludisme (confirmé),7047.0,8.0,0.11
