MALADIE,DEBUTSEM,PROVINCE,ZONE_SANTE,POP,TOTALCAS,TOTALDECES,LETAL,ATTAQ
Dracunculose,2023-01-30,Tshopo,Ubundu,126458.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Wanierukula,97403.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Yabaondo,208448.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Yahisuli,119898.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Yahuma,263111.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Yakusu,203745.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Yaleko,192687.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshopo,Yalimbongo,134021.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Befale,212280.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Bokungu,240788.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Djolu,281643.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Ikela,236984.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Lingomo,161934.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Mompono,170697.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Monkoto,166197.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Wema,137062.0,0.0,0.0,0.0,0.0
Dracunculose,2023-01-30,Tshuapa,Yalifafu,208926.0,0.0,0.0,0.0,0.0
Fha,2023-01-30,Kasai Oriental,Kasansa,259766.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Bas Uele,Ango,98734.0,1.0,0.0,0.0,1.01
Fievre Jaune,2023-01-30,Bas Uele,Bili,61271.0,1.0,0.0,0.0,1.63
Fievre Jaune,2023-01-30,Haut Katanga,Kampemba,238177.0,1.0,0.0,0.0,0.42
Fievre Jaune,2023-01-30,Kasai,Kamonia,542032.0,1.0,0.0,0.0,0.18
Fievre Jaune,2023-01-30,Kasai Oriental,Kasansa,259766.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Kinshasa,Biyela,286983.0,1.0,0.0,0.0,0.35
Fievre Jaune,2023-01-30,Kwilu,Bulungu,347987.0,1.0,0.0,0.0,0.29
Fievre Jaune,2023-01-30,Nord Kivu,Biena,94132.0,1.0,0.0,0.0,1.06
Fievre Jaune,2023-01-30,Nord Ubangi,Abuzi,100105.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Bili,455268.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Bosobolo,213412.0,1.0,0.0,0.0,0.47
Fievre Jaune,2023-01-30,Nord Ubangi,Gbado Lite,180191.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Karawa,323356.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Loko,158570.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Mobayi Mbongo,171823.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Wapinda,95857.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Nord Ubangi,Yakoma,133570.0,0.0,0.0,0.0,0.0
Fievre Jaune,2023-01-30,Sankuru,Lomela,160802.0,1.0,0.0,0.0,0.62
Fievre Jaune,2023-01-30,Sud Ubangi,Bulu,140300.0,2.0,0.0,0.0,1.43
Fievre Jaune,2023-01-30,Sud Ubangi,Libenge,384558.0,4.0,0.0,0.0,1.04
Fievre Jaune,2023-01-30,Tshopo,Yakusu,203745.0,3.0,0.0,0.0,1.47
Fievre Jaune,2023-01-30,Tshuapa,Mondombe,207324.0,1.0,0.0,0.0,0.48
Fievre Jaune,2023-01-30,Tshuapa,Yalifafu,208926.0,1.0,0.0,0.0,0.48
Fievre Typhoide,2023-01-30,Bas Uele,Aketi,128993.0,8.0,0.0,0.0,6.2
Fievre Typhoide,2023-01-30,Bas Uele,Ango,98734.0,35.0,0.0,0.0,35.45
Fievre Typhoide,2023-01-30,Bas Uele,Bili,61271.0,3.0,0.0,0.0,4.9
Fievre Typhoide,2023-01-30,Bas Uele,Bondo,100284.0,35.0,0.0,0.0,34.9
Fievre Typhoide,2023-01-30,Bas Uele,Buta,175748.0,70.0,0.0,0.0,39.83
Fievre Typhoide,2023-01-30,Bas Uele,Ganga,118628.0,15.0,0.0,0.0,12.64
Fievre Typhoide,2023-01-30,Bas Uele,Likasi,66790.0,15.0,0.0,0.0,22.46
Fievre Typhoide,2023-01-30,Bas Uele,Monga,75225.0,7.0,0.0,0.0,9.31
Fievre Typhoide,2023-01-30,Bas Uele,Poko,114481.0,21.0,0.0,0.0,18.34
Fievre Typhoide,2023-01-30,Bas Uele,Titule,73432.0,3.0,0.0,0.0,4.09
Fievre Typhoide,2023-01-30,Bas Uele,Viadana,99367.0,11.0,0.0,0.0,11.07
Fievre Typhoide,2023-01-30,Equateur,Bikoro,194501.0,6.0,0.0,0.0,3.08
Fievre Typhoide,2023-01-30,Equateur,Bolenge,136788.0,15.0,0.0,0.0,10.97
Fievre Typhoide,2023-01-30,Equateur,Bomongo,137842.0,4.0,0.0,0.0,2.9
Fievre Typhoide,2023-01-30,Equateur,Iboko,146900.0,2.0,0.0,0.0,1.36
Fievre Typhoide,2023-01-30,Equateur,Ingende,189474.0,5.0,0.0,0.0,2.64
Fievre Typhoide,2023-01-30,Equateur,Irebu,65143.0,3.0,0.0,0.0,4.61
Fievre Typhoide,2023-01-30,Equateur,Lilanga Bobangi,103910.0,40.0,0.0,0.0,38.49
Fievre Typhoide,2023-01-30,Equateur,Lotumbe,150990.0,9.0,0.0,0.0,5.96
Fievre Typhoide,2023-01-30,Equateur,Lukolela,186785.0,91.0,0.0,0.0,48.72
Fievre Typhoide,2023-01-30,Equateur,Mbandaka,278720.0,176.0,0.0,0.0,63.15
Fievre Typhoide,2023-01-30,Equateur,Ntondo,92663.0,6.0,0.0,0.0,6.48
Fievre Typhoide,2023-01-30,Equateur,Wangata,251180.0,176.0,0.0,0.0,70.07
Fievre Typhoide,2023-01-30,Haut Katanga,Kafubu,76060.0,75.0,0.0,0.0,98.61
Fievre Typhoide,2023-01-30,Haut Katanga,Kamalondo,49574.0,207.0,0.0,0.0,417.56
Fievre Typhoide,2023-01-30,Haut Katanga,Kambove,76844.0,404.0,0.0,0.0,525.74
Fievre Typhoide,2023-01-30,Haut Katanga,Kampemba,238177.0,1025.0,0.0,0.0,430.35
Fievre Typhoide,2023-01-30,Haut Katanga,Kapolowe,98741.0,133.0,0.0,0.0,134.7
Fievre Typhoide,2023-01-30,Haut Katanga,Kasenga,217730.0,39.0,0.0,0.0,17.91
Fievre Typhoide,2023-01-30,Haut Katanga,Katuba,179154.0,332.0,0.0,0.0,185.32
Fievre Typhoide,2023-01-30,Haut Katanga,Kenya,160523.0,643.0,0.0,0.0,400.57
Fievre Typhoide,2023-01-30,Haut Katanga,Kikula,107256.0,202.0,0.0,0.0,188.33
Fievre Typhoide,2023-01-30,Haut Katanga,Kilela Balanda,52116.0,15.0,0.0,0.0,28.78
Fievre Typhoide,2023-01-30,Haut Katanga,Kilwa,200232.0,45.0,1.0,2.22,22.47
Fievre Typhoide,2023-01-30,Haut Katanga,Kipushi,142135.0,410.0,0.0,0.0,288.46
Fievre Typhoide,2023-01-30,Haut Katanga,Kisanga,113574.0,629.0,0.0,0.0,553.82
Fievre Typhoide,2023-01-30,Haut Katanga,Kowe,82343.0,79.0,0.0,0.0,95.94
Fievre Typhoide,2023-01-30,Haut Katanga,Likasi,77575.0,230.0,0.0,0.0,296.49
Fievre Typhoide,2023-01-30,Haut Katanga,Lubumbashi,131274.0,680.0,0.0,0.0,518.0
Fievre Typhoide,2023-01-30,Haut Katanga,Lukafu,101991.0,19.0,0.0,0.0,18.63
Fievre Typhoide,2023-01-30,Haut Katanga,Mitwaba,80089.0,30.0,0.0,0.0,37.46
Fievre Typhoide,2023-01-30,Haut Katanga,Mufunga Sampwe,135583.0,43.0,0.0,0.0,31.71
Fievre Typhoide,2023-01-30,Haut Katanga,Mumbunda,103865.0,528.0,0.0,0.0,508.35
Fievre Typhoide,2023-01-30,Haut Katanga,Panda,51598.0,160.0,0.0,0.0,310.09
Fievre Typhoide,2023-01-30,Haut Katanga,Pweto,53449.0,142.0,0.0,0.0,265.67
Fievre Typhoide,2023-01-30,Haut Katanga,Rwashi,159294.0,469.0,0.0,0.0,294.42
Fievre Typhoide,2023-01-30,Haut Katanga,Sakania,143509.0,131.0,0.0,0.0,91.28
Fievre Typhoide,2023-01-30,Haut Katanga,Vangu,81730.0,142.0,0.0,0.0,173.74
Fievre Typhoide,2023-01-30,Haut Uele,Aba,120859.0,2.0,0.0,0.0,1.65
Fievre Typhoide,2023-01-30,Haut Uele,Faradje,104994.0,5.0,0.0,0.0,4.76
Fievre Typhoide,2023-01-30,Haut Uele,Gombari,105200.0,64.0,0.0,0.0,60.84
Fievre Typhoide,2023-01-30,Haut Uele,Isiro,231735.0,262.0,0.0,0.0,113.06
Fievre Typhoide,2023-01-30,Haut Uele,Niangara,104084.0,5.0,0.0,0.0,4.8
Fievre Typhoide,2023-01-30,Haut Uele,Pawa,157657.0,146.0,0.0,0.0,92.61
Fievre Typhoide,2023-01-30,Haut Uele,Rungu,97116.0,10.0,0.0,0.0,10.3
Fievre Typhoide,2023-01-30,Haut Uele,Wamba,124235.0,160.0,0.0,0.0,128.79
Fievre Typhoide,2023-01-30,Haut Uele,Watsa,159646.0,369.0,0.0,0.0,231.14
Fievre Typhoide,2023-01-30,Ituri,Adi,205546.0,161.0,0.0,0.0,78.33
Fievre Typhoide,2023-01-30,Ituri,Adja,167971.0,13.0,0.0,0.0,7.74
Fievre Typhoide,2023-01-30,Ituri,Angumu,220056.0,71.0,0.0,0.0,32.26
Fievre Typhoide,2023-01-30,Ituri,Ariwara,270602.0,33.0,0.0,0.0,12.2
Fievre Typhoide,2023-01-30,Ituri,Aru,236946.0,57.0,0.0,0.0,24.06
Fievre Typhoide,2023-01-30,Ituri,Bambu,187698.0,131.0,0.0,0.0,69.79
Fievre Typhoide,2023-01-30,Ituri,Biringi,158762.0,28.0,0.0,0.0,17.64
Fievre Typhoide,2023-01-30,Ituri,Boga,86315.0,11.0,0.0,0.0,12.74
Fievre Typhoide,2023-01-30,Ituri,Bunia,397320.0,574.0,0.0,0.0,144.47
Fievre Typhoide,2023-01-30,Ituri,Damas,145284.0,13.0,0.0,0.0,8.95
Fievre Typhoide,2023-01-30,Ituri,Fataki,164042.0,93.0,0.0,0.0,56.69
Fievre Typhoide,2023-01-30,Ituri,Gethy,241194.0,19.0,0.0,0.0,7.88
Fievre Typhoide,2023-01-30,Ituri,Jiba,160099.0,8.0,0.0,0.0,5.0
Fievre Typhoide,2023-01-30,Ituri,Kambala,161130.0,6.0,0.0,0.0,3.72
Fievre Typhoide,2023-01-30,Ituri,Kilo,64107.0,4.0,0.0,0.0,6.24
Fievre Typhoide,2023-01-30,Ituri,Komanda,306647.0,101.0,0.0,0.0,32.94
Fievre Typhoide,2023-01-30,Ituri,Laybo,190668.0,39.0,0.0,0.0,20.45
Fievre Typhoide,2023-01-30,Ituri,Linga,176253.0,6.0,0.0,0.0,3.4
Fievre Typhoide,2023-01-30,Ituri,Lita,166912.0,98.0,0.0,0.0,58.71
Fievre Typhoide,2023-01-30,Ituri,Lolwa,121563.0,6.0,0.0,0.0,4.94
Fievre Typhoide,2023-01-30,Ituri,Mahagi,232340.0,46.0,0.0,0.0,19.8
Fievre Typhoide,2023-01-30,Ituri,Mambassa,126429.0,27.0,0.0,0.0,21.36
Fievre Typhoide,2023-01-30,Ituri,Mandima,192506.0,71.0,0.0,0.0,36.88
Fievre Typhoide,2023-01-30,Ituri,Mongbwalu,0.0,71.0,0.0,0.0,0.0
Fievre Typhoide,2023-01-30,Ituri,Nia Nia,0.0,231.0,0.0,0.0,0.0
Fievre Typhoide,2023-01-30,Ituri,Nyakunde,124808.0,47.0,0.0,0.0,37.66
Fievre Typhoide,2023-01-30,Ituri,Nyarambe,276052.0,24.0,0.0,0.0,8.69
Fievre Typhoide,2023-01-30,Ituri,Rethy,261240.0,74.0,0.0,0.0,28.33
Fievre Typhoide,2023-01-30,Ituri,Rimba,275818.0,25.0,0.0,0.0,9.06
Fievre Typhoide,2023-01-30,Ituri,Rwampara,233671.0,153.0,0.0,0.0,65.48
Fievre Typhoide,2023-01-30,Ituri,Tchomia,140055.0,58.0,0.0,0.0,41.41
Fievre Typhoide,2023-01-30,Kasai,Banga Lubaka,219985.0,19.0,0.0,0.0,8.64
Fievre Typhoide,2023-01-30,Kasai,Ilebo,251737.0,53.0,0.0,0.0,21.05
Fievre Typhoide,2023-01-30,Kasai,Kakenge,252491.0,12.0,0.0,0.0,4.75
Fievre Typhoide,2023-01-30,Kasai,Kalonda,524084.0,303.0,1.0,0.33,57.82
Fievre Typhoide,2023-01-30,Kasai,Kamonia,542032.0,59.0,0.0,0.0,10.88
Fievre Typhoide,2023-01-30,Kasai,Kamuesha,579830.0,60.0,0.0,0.0,10.35
Fievre Typhoide,2023-01-30,Kasai,Kanzala,330512.0,386.0,0.0,0.0,116.79
Fievre Typhoide,2023-01-30,Kasai,Luebo,338416.0,99.0,0.0,0.0,29.25
Fievre Typhoide,2023-01-30,Kasai,Mikope,247657.0,6.0,0.0,0.0,2.42
Fievre Typhoide,2023-01-30,Kasai,Mushenge,229737.0,3.0,0.0,0.0,1.31
Fievre Typhoide,2023-01-30,Kasai,Mutena,350846.0,59.0,0.0,0.0,16.82
Fievre Typhoide,2023-01-30,Kasai,Mweka,327321.0,5.0,0.0,0.0,1.53
Fievre Typhoide,2023-01-30,Kasai,Ndjoko Punda,202114.0,3.0,0.0,0.0,1.48
Fievre Typhoide,2023-01-30,Kasai,Nyanga,166313.0,30.0,0.0,0.0,18.04
Fievre Typhoide,2023-01-30,Kasai,Tshikapa,476201.0,190.0,0.0,0.0,39.9
Fievre Typhoide,2023-01-30,Kasai Oriental,Bibanga,192525.0,82.0,0.0,0.0,42.59
Fievre Typhoide,2023-01-30,Kasai Oriental,Bimpemba,449893.0,166.0,0.0,0.0,36.9
Fievre Typhoide,2023-01-30,Kasai Oriental,Bonzola,226785.0,20.0,0.0,0.0,8.82
Fievre Typhoide,2023-01-30,Kasai Oriental,Cilundu,233104.0,117.0,0.0,0.0,50.19
Fievre Typhoide,2023-01-30,Kasai Oriental,Citenge,300296.0,84.0,0.0,0.0,27.97
Fievre Typhoide,2023-01-30,Kasai Oriental,Dibindi,339432.0,330.0,0.0,0.0,97.22
Fievre Typhoide,2023-01-30,Kasai Oriental,Diulu,468328.0,639.0,0.0,0.0,136.44
Fievre Typhoide,2023-01-30,Kasai Oriental,Kabeya Kamuanga,251276.0,90.0,0.0,0.0,35.82
Fievre Typhoide,2023-01-30,Kasai Oriental,Kansele,321297.0,563.0,0.0,0.0,175.23
Fievre Typhoide,2023-01-30,Kasai Oriental,Kasansa,259766.0,139.0,0.0,0.0,53.51
Fievre Typhoide,2023-01-30,Kasai Oriental,Lubilanji,323040.0,271.0,0.0,0.0,83.89
Fievre Typhoide,2023-01-30,Kasai Oriental,Lukelenge,346890.0,406.0,0.0,0.0,117.04
Fievre Typhoide,2023-01-30,Kasai Oriental,Miabi,197160.0,118.0,0.0,0.0,59.85
Fievre Typhoide,2023-01-30,Kasai Oriental,Mpokolo,351952.0,269.0,0.0,0.0,76.43
Fievre Typhoide,2023-01-30,Kasai Oriental,Mukumbi,185878.0,99.0,0.0,0.0,53.26
Fievre Typhoide,2023-01-30,Kasai Oriental,Muya,420878.0,440.0,0.0,0.0,104.54
Fievre Typhoide,2023-01-30,Kasai Oriental,Nzaba,368680.0,304.0,0.0,0.0,82.46
Fievre Typhoide,2023-01-30,Kasai Oriental,Tshilenge,366204.0,169.0,0.0,0.0,46.15
Fievre Typhoide,2023-01-30,Kasai Oriental,Tshishimbi,227847.0,195.0,0.0,0.0,85.58
Fievre Typhoide,2023-01-30,Kinshasa,Bandalungwa,190540.0,634.0,0.0,0.0,332.74
Fievre Typhoide,2023-01-30,Kinshasa,Barumbu,208392.0,148.0,0.0,0.0,71.02
Fievre Typhoide,2023-01-30,Kinshasa,Binza Meteo,549734.0,786.0,0.0,0.0,142.98
Fievre Typhoide,2023-01-30,Kinshasa,Binza Ozone,431607.0,885.0,0.0,0.0,205.05
Fievre Typhoide,2023-01-30,Kinshasa,Biyela,286983.0,15.0,0.0,0.0,5.23
Fievre Typhoide,2023-01-30,Kinshasa,Bumbu,286983.0,168.0,0.0,0.0,58.54
Fievre Typhoide,2023-01-30,Kinshasa,Gombe,121931.0,200.0,0.0,0.0,164.03
Fievre Typhoide,2023-01-30,Kinshasa,Kalamu I,204533.0,630.0,0.0,0.0,308.02
Fievre Typhoide,2023-01-30,Kinshasa,Kalamu Ii,178435.0,485.0,0.0,0.0,271.81
Fievre Typhoide,2023-01-30,Kinshasa,Kasa Vubu,183929.0,390.0,0.0,0.0,212.04
Fievre Typhoide,2023-01-30,Kinshasa,Kikimi,357407.0,96.0,0.0,0.0,26.86
Fievre Typhoide,2023-01-30,Kinshasa,Kimbanseke,327039.0,142.0,0.0,0.0,43.42
Fievre Typhoide,2023-01-30,Kinshasa,Kingabwa,307567.0,13.0,0.0,0.0,4.23
Fievre Typhoide,2023-01-30,Kinshasa,Kingasani,301333.0,253.0,0.0,0.0,83.96
Fievre Typhoide,2023-01-30,Kinshasa,Kinshasa,249712.0,591.0,0.0,0.0,236.67
Fievre Typhoide,2023-01-30,Kinshasa,Kintambo,105303.0,51.0,0.0,0.0,48.43
Fievre Typhoide,2023-01-30,Kinshasa,Kisenso,485691.0,198.0,0.0,0.0,40.77
Fievre Typhoide,2023-01-30,Kinshasa,Kokolo,444580.0,305.0,0.0,0.0,68.6
Fievre Typhoide,2023-01-30,Kinshasa,Lemba,263723.0,990.0,0.0,0.0,375.39
Fievre Typhoide,2023-01-30,Kinshasa,Limete,339158.0,1048.0,0.0,0.0,309.0
Fievre Typhoide,2023-01-30,Kinshasa,Lingwala,116765.0,77.0,0.0,0.0,65.94
Fievre Typhoide,2023-01-30,Kinshasa,Lufungula,166066.0,50.0,0.0,0.0,30.11
Fievre Typhoide,2023-01-30,Kinshasa,Makala,411113.0,442.0,0.0,0.0,107.51
Fievre Typhoide,2023-01-30,Kinshasa,Maluku I,285409.0,25.0,0.0,0.0,8.76
Fievre Typhoide,2023-01-30,Kinshasa,Maluku Ii,111927.0,7.0,0.0,0.0,6.25
Fievre Typhoide,2023-01-30,Kinshasa,Masina I,685789.0,223.0,0.0,0.0,32.52
Fievre Typhoide,2023-01-30,Kinshasa,Masina Ii,404898.0,120.0,0.0,0.0,29.64
Fievre Typhoide,2023-01-30,Kinshasa,Matete,355580.0,701.0,0.0,0.0,197.14
Fievre Typhoide,2023-01-30,Kinshasa,Mont Ngafula I,389599.0,457.0,0.0,0.0,117.3
Fievre Typhoide,2023-01-30,Kinshasa,Mont Ngafula Ii,262451.0,593.0,0.0,0.0,225.95
Fievre Typhoide,2023-01-30,Kinshasa,Ndjili,413440.0,459.0,0.0,0.0,111.02
Fievre Typhoide,2023-01-30,Kinshasa,Ngaba,234151.0,183.0,0.0,0.0,78.15
Fievre Typhoide,2023-01-30,Kinshasa,Ngiri Ngiri,343152.0,267.0,0.0,0.0,77.81
Fievre Typhoide,2023-01-30,Kinshasa,Nsele,492326.0,34.0,0.0,0.0,6.91
Fievre Typhoide,2023-01-30,Kinshasa,Selembao,479135.0,573.0,0.0,0.0,119.59
Fievre Typhoide,2023-01-30,Kongo Central,Boma,0.0,45.0,0.0,0.0,0.0
Fievre Typhoide,2023-01-30,Kongo Central,Boma Bungu,120824.0,158.0,0.0,0.0,130.77
Fievre Typhoide,2023-01-30,Kongo Central,Inga,63597.0,13.0,0.0,0.0,20.44
Fievre Typhoide,2023-01-30,Kongo Central,Kangu,73154.0,181.0,0.0,0.0,247.42
Fievre Typhoide,2023-01-30,Kongo Central,Kibunzi,47383.0,12.0,0.0,0.0,25.33
Fievre Typhoide,2023-01-30,Kongo Central,Kimpangu,101766.0,23.0,0.0,0.0,22.6
Fievre Typhoide,2023-01-30,Kongo Central,Kimpese,160442.0,5.0,0.0,0.0,3.12
Fievre Typhoide,2023-01-30,Kongo Central,Kisantu,131141.0,89.0,0.0,0.0,67.87
Fievre Typhoide,2023-01-30,Kongo Central,Kitona,68295.0,6.0,0.0,0.0,8.79
Fievre Typhoide,2023-01-30,Kongo Central,Kizu,46860.0,66.0,0.0,0.0,140.85
Fievre Typhoide,2023-01-30,Kongo Central,Kwilu Ngongo,110199.0,84.0,0.0,0.0,76.23
Fievre Typhoide,2023-01-30,Kongo Central,Lukula,124799.0,202.0,0.0,0.0,161.86
Fievre Typhoide,2023-01-30,Kongo Central,Masa,87115.0,64.0,0.0,0.0,73.47
Fievre Typhoide,2023-01-30,Kongo Central,Mbanza Ngungu,80572.0,153.0,0.0,0.0,189.89
Fievre Typhoide,2023-01-30,Kongo Central,Moanda,109058.0,114.0,0.0,0.0,104.53
Fievre Typhoide,2023-01-30,Kongo Central,Ngidinga,93895.0,7.0,0.0,0.0,7.46
Fievre Typhoide,2023-01-30,Kongo Central,Nsona Mpangu,77758.0,27.0,0.0,0.0,34.72
Fievre Typhoide,2023-01-30,Kongo Central,Seke Banza,103510.0,66.0,0.0,0.0,63.76
Fievre Typhoide,2023-01-30,Kongo Central,Sona Bata,67917.0,37.0,0.0,0.0,54.48
Fievre Typhoide,2023-01-30,Kongo Central,Tshela,135422.0,196.0,0.0,0.0,144.73
Fievre Typhoide,2023-01-30,Kongo Central,Vaku,51715.0,25.0,0.0,0.0,48.34
Fievre Typhoide,2023-01-30,Kwango,Feshi,183522.0,9.0,1.0,11.11,4.9
Fievre Typhoide,2023-01-30,Kwango,Kahemba,642022.0,16.0,0.0,0.0,2.49
Fievre Typhoide,2023-01-30,Kwango,Kenge,329802.0,4.0,0.0,0.0,1.21
Fievre Typhoide,2023-01-30,Kwango,Kisandji,149071.0,1.0,0.0,0.0,0.67
Fievre Typhoide,2023-01-30,Kwango,Mwela Lembwa,123420.0,1.0,0.0,0.0,0.81
Fievre Typhoide,2023-01-30,Kwango,Panzi,220265.0,25.0,0.0,0.0,11.35
Fievre Typhoide,2023-01-30,Kwango,Tembo,121642.0,23.0,0.0,0.0,18.91
Fievre Typhoide,2023-01-30,Kwilu,Bagata,223665.0,35.0,0.0,0.0,15.65
Fievre Typhoide,2023-01-30,Kwilu,Bandundu,223665.0,11.0,0.0,0.0,4.92
Fievre Typhoide,2023-01-30,Kwilu,Bulungu,347987.0,2.0,0.0,0.0,0.57
Fievre Typhoide,2023-01-30,Kwilu,Gungu,315000.0,9.0,0.0,0.0,2.86
Fievre Typhoide,2023-01-30,Kwilu,Idiofa,365897.0,15.0,0.0,0.0,4.1
Fievre Typhoide,2023-01-30,Kwilu,Ipamu,263581.0,6.0,0.0,0.0,2.28
Fievre Typhoide,2023-01-30,Kwilu,Kikongo,236682.0,2.0,0.0,0.0,0.85
Fievre Typhoide,2023-01-30,Kwilu,Kikwit Nord,294845.0,8.0,0.0,0.0,2.71
Fievre Typhoide,2023-01-30,Kwilu,Kikwit Sud,322727.0,13.0,0.0,0.0,4.03
Fievre Typhoide,2023-01-30,Kwilu,Masi Manimba,300887.0,3.0,0.0,0.0,1.0
Fievre Typhoide,2023-01-30,Kwilu,Mungindu,161928.0,1.0,0.0,0.0,0.62
Fievre Typhoide,2023-01-30,Kwilu,Pay Kongila,189577.0,3.0,0.0,0.0,1.58
Fievre Typhoide,2023-01-30,Kwilu,Sia,139418.0,4.0,0.0,0.0,2.87
Fievre Typhoide,2023-01-30,Kwilu,Vanga,359711.0,16.0,2.0,12.5,4.45
Fievre Typhoide,2023-01-30,Kwilu,Yasa Bonga,281849.0,8.0,0.0,0.0,2.84
Fievre Typhoide,2023-01-30,Lualaba,Bunkeya,40969.0,42.0,0.0,0.0,102.52
Fievre Typhoide,2023-01-30,Lualaba,Dilala,86156.0,244.0,0.0,0.0,283.21
Fievre Typhoide,2023-01-30,Lualaba,Fungurume,80304.0,145.0,0.0,0.0,180.56
Fievre Typhoide,2023-01-30,Lualaba,Kafakumba,86556.0,48.0,0.0,0.0,55.46
Fievre Typhoide,2023-01-30,Lualaba,Kalamba,70322.0,21.0,0.0,0.0,29.86
Fievre Typhoide,2023-01-30,Lualaba,Kanzenze,48479.0,51.0,0.0,0.0,105.2
Fievre Typhoide,2023-01-30,Lualaba,Kasaji,182368.0,30.0,0.0,0.0,16.45
Fievre Typhoide,2023-01-30,Lualaba,Lualaba,73379.0,262.0,0.0,0.0,357.05
Fievre Typhoide,2023-01-30,Lualaba,Lubudi,58670.0,10.0,0.0,0.0,17.04
Fievre Typhoide,2023-01-30,Lualaba,Manika,162195.0,1396.0,0.0,0.0,860.69
Fievre Typhoide,2023-01-30,Lualaba,Sandoa,151106.0,23.0,0.0,0.0,15.22
Fievre Typhoide,2023-01-30,Mai Ndombe,Bokoro,276030.0,40.0,0.0,0.0,14.49
Fievre Typhoide,2023-01-30,Mai Ndombe,Bolobo,172678.0,68.0,0.0,0.0,39.38
Fievre Typhoide,2023-01-30,Mai Ndombe,Inongo,267408.0,2.0,0.0,0.0,0.75
Fievre Typhoide,2023-01-30,Mai Ndombe,Kwamouth,194058.0,11.0,0.0,0.0,5.67
Fievre Typhoide,2023-01-30,Mai Ndombe,Nioki,203704.0,23.0,0.0,0.0,11.29
Fievre Typhoide,2023-01-30,Mai Ndombe,Ntandembelo,109172.0,5.0,0.0,0.0,4.58
Fievre Typhoide,2023-01-30,Mai Ndombe,Yumbi,146640.0,59.0,0.0,0.0,40.23
Fievre Typhoide,2023-01-30,Maniema,Alunguli,51981.0,26.0,0.0,0.0,50.02
Fievre Typhoide,2023-01-30,Maniema,Kailo,99607.0,17.0,0.0,0.0,17.07
Fievre Typhoide,2023-01-30,Maniema,Kalima,113270.0,25.0,0.0,0.0,22.07
Fievre Typhoide,2023-01-30,Maniema,Kasongo,158726.0,22.0,0.0,0.0,13.86
Fievre Typhoide,2023-01-30,Maniema,Kibombo,72406.0,49.0,0.0,0.0,67.67
Fievre Typhoide,2023-01-30,Maniema,Kindu,81957.0,329.0,1.0,0.3,401.43
Fievre Typhoide,2023-01-30,Maniema,Kunda,177415.0,115.0,0.0,0.0,64.82
Fievre Typhoide,2023-01-30,Maniema,Lusangi,116225.0,11.0,0.0,0.0,9.46
Fievre Typhoide,2023-01-30,Maniema,Obokote,62779.0,2.0,0.0,0.0,3.19
Fievre Typhoide,2023-01-30,Maniema,Punia,118762.0,9.0,0.0,0.0,7.58
Fievre Typhoide,2023-01-30,Maniema,Samba,82552.0,17.0,0.0,0.0,20.59
Fievre Typhoide,2023-01-30,Maniema,Saramabila,99368.0,20.0,0.0,0.0,20.13
Fievre Typhoide,2023-01-30,Maniema,Tunda,54134.0,17.0,0.0,0.0,31.4
Fievre Typhoide,2023-01-30,Mongala,Binga,338563.0,30.0,0.0,0.0,8.86
Fievre Typhoide,2023-01-30,Mongala,Bosondjo,273742.0,15.0,0.0,0.0,5.48
Fievre Typhoide,2023-01-30,Mongala,Bumba,301424.0,40.0,0.0,0.0,13.27
Fievre Typhoide,2023-01-30,Mongala,Lisala,391232.0,9.0,0.0,0.0,2.3
Fievre Typhoide,2023-01-30,Mongala,Lolo,190310.0,7.0,0.0,0.0,3.68
