MALADIE,DEBUTSEM,PROVINCE,ZONE_SANTE,POP,TOTALCAS,TOTALDECES,LETAL,ATTAQ
Paludisme Susp,2023-01-30,Mongala,Yamaluka,190009.0,1047.0,0.0,0.0,551.03
Paludisme Susp,2023-01-30,Mongala,Yambuku,384968.0,794.0,0.0,0.0,206.25
Paludisme Susp,2023-01-30,Mongala,Yamongili,188959.0,502.0,0.0,0.0,265.67
Paludisme Susp,2023-01-30,Nord Kivu,Alimbongo,149876.0,236.0,0.0,0.0,157.46
Paludisme Susp,2023-01-30,Nord Kivu,Bambo,99937.0,912.0,0.0,0.0,912.57
Paludisme Susp,2023-01-30,Nord Kivu,Beni,378770.0,946.0,0.0,0.0,249.76
Paludisme Susp,2023-01-30,Nord Kivu,Biena,94132.0,373.0,0.0,0.0,396.25
Paludisme Susp,2023-01-30,Nord Kivu,Binza,168322.0,2005.0,0.0,0.0,1191.17
Paludisme Susp,2023-01-30,Nord Kivu,Butembo,293002.0,362.0,0.0,0.0,123.55
Paludisme Susp,2023-01-30,Nord Kivu,Goma,162718.0,1024.0,0.0,0.0,629.31
Paludisme Susp,2023-01-30,Nord Kivu,Itebero,73005.0,1595.0,2.0,0.13,2184.78
Paludisme Susp,2023-01-30,Nord Kivu,Kalunguta,184140.0,282.0,0.0,0.0,153.14
Paludisme Susp,2023-01-30,Nord Kivu,Kamango,66930.0,1065.0,0.0,0.0,1591.21
Paludisme Susp,2023-01-30,Nord Kivu,Karisimbi,470999.0,321.0,0.0,0.0,68.15
Paludisme Susp,2023-01-30,Nord Kivu,Katoyi,149795.0,785.0,0.0,0.0,524.05
Paludisme Susp,2023-01-30,Nord Kivu,Katwa,299875.0,949.0,0.0,0.0,316.47
Paludisme Susp,2023-01-30,Nord Kivu,Kayna,304370.0,458.0,0.0,0.0,150.47
Paludisme Susp,2023-01-30,Nord Kivu,Kibirizi,193561.0,3600.0,0.0,0.0,1859.88
Paludisme Susp,2023-01-30,Nord Kivu,Kibua,57978.0,949.0,0.0,0.0,1636.83
Paludisme Susp,2023-01-30,Nord Kivu,Kirotshe,316288.0,973.0,0.0,0.0,307.63
Paludisme Susp,2023-01-30,Nord Kivu,Kyondo,182232.0,437.0,1.0,0.23,239.8
Paludisme Susp,2023-01-30,Nord Kivu,Lubero,324359.0,199.0,0.0,0.0,61.35
Paludisme Susp,2023-01-30,Nord Kivu,Mabalako,127438.0,885.0,0.0,0.0,694.46
Paludisme Susp,2023-01-30,Nord Kivu,Manguredjipa,58226.0,369.0,1.0,0.27,633.74
Paludisme Susp,2023-01-30,Nord Kivu,Masereka,162031.0,125.0,0.0,0.0,77.15
Paludisme Susp,2023-01-30,Nord Kivu,Masisi,337943.0,2916.0,0.0,0.0,862.87
Paludisme Susp,2023-01-30,Nord Kivu,Musienene,201609.0,410.0,0.0,0.0,203.36
Paludisme Susp,2023-01-30,Nord Kivu,Mutwanga,247887.0,777.0,0.0,0.0,313.45
Paludisme Susp,2023-01-30,Nord Kivu,Mweso,237179.0,6003.0,0.0,0.0,2531.0
Paludisme Susp,2023-01-30,Nord Kivu,Nyiragongo,63637.0,722.0,0.0,0.0,1134.56
Paludisme Susp,2023-01-30,Nord Kivu,Oicha,318770.0,807.0,0.0,0.0,253.16
Paludisme Susp,2023-01-30,Nord Kivu,Pinga,141907.0,1052.0,1.0,0.1,741.33
Paludisme Susp,2023-01-30,Nord Kivu,Rutshuru,177411.0,2681.0,0.0,0.0,1511.18
Paludisme Susp,2023-01-30,Nord Kivu,Rwanguba,201194.0,1216.0,0.0,0.0,604.39
Paludisme Susp,2023-01-30,Nord Kivu,Vuhovi,111366.0,271.0,1.0,0.37,243.34
Paludisme Susp,2023-01-30,Nord Kivu,Walikale,216011.0,1959.0,0.0,0.0,906.9
Paludisme Susp,2023-01-30,Nord Ubangi,Bili,227634.0,659.0,7.0,1.06,289.5
Paludisme Susp,2023-01-30,Nord Ubangi,Bosobolo,213412.0,542.0,0.0,0.0,253.97
Paludisme Susp,2023-01-30,Nord Ubangi,Gbado Lite,180191.0,472.0,0.0,0.0,261.94
Paludisme Susp,2023-01-30,Nord Ubangi,Karawa,323356.0,1434.0,0.0,0.0,443.47
Paludisme Susp,2023-01-30,Nord Ubangi,Wapinda,95857.0,274.0,0.0,0.0,285.84
Paludisme Susp,2023-01-30,Nord Ubangi,Yakoma,133570.0,365.0,0.0,0.0,273.26
Paludisme Susp,2023-01-30,Sankuru,Bena Dibele,161985.0,917.0,0.0,0.0,566.1
Paludisme Susp,2023-01-30,Sankuru,Dikungu,187472.0,948.0,0.0,0.0,505.68
Paludisme Susp,2023-01-30,Sankuru,Djalo Djeka,116497.0,486.0,0.0,0.0,417.18
Paludisme Susp,2023-01-30,Sankuru,Katako Kombe,171220.0,595.0,0.0,0.0,347.51
Paludisme Susp,2023-01-30,Sankuru,Kole,166059.0,344.0,0.0,0.0,207.16
Paludisme Susp,2023-01-30,Sankuru,Lodja,423451.0,2405.0,0.0,0.0,567.95
Paludisme Susp,2023-01-30,Sankuru,Lomela,160802.0,724.0,0.0,0.0,450.24
Paludisme Susp,2023-01-30,Sankuru,Lusambo,170506.0,597.0,0.0,0.0,350.13
Paludisme Susp,2023-01-30,Sankuru,Minga,197290.0,544.0,0.0,0.0,275.74
Paludisme Susp,2023-01-30,Sankuru,Omondjadi,199108.0,846.0,0.0,0.0,424.9
Paludisme Susp,2023-01-30,Sankuru,Ototo,179966.0,819.0,0.0,0.0,455.09
Paludisme Susp,2023-01-30,Sankuru,Pania Mutombo,113692.0,177.0,0.0,0.0,155.68
Paludisme Susp,2023-01-30,Sankuru,Tshudi Loto,102512.0,236.0,0.0,0.0,230.22
Paludisme Susp,2023-01-30,Sankuru,Tshumbe,136579.0,388.0,0.0,0.0,284.08
Paludisme Susp,2023-01-30,Sankuru,Vanga Kete,167056.0,804.0,0.0,0.0,481.28
Paludisme Susp,2023-01-30,Sankuru,Wembo Nyama,136222.0,1302.0,0.0,0.0,955.79
Paludisme Susp,2023-01-30,Sud Kivu,Bagira Kasha,124346.0,46.0,0.0,0.0,36.99
Paludisme Susp,2023-01-30,Sud Kivu,Hauts Plateaux,0.0,43.0,0.0,0.0,0.0
Paludisme Susp,2023-01-30,Sud Kivu,Ibanda,200689.0,222.0,0.0,0.0,110.62
Paludisme Susp,2023-01-30,Sud Kivu,Idjwi,332848.0,2300.0,0.0,0.0,691.01
Paludisme Susp,2023-01-30,Sud Kivu,Itombwe,61000.0,264.0,0.0,0.0,432.79
Paludisme Susp,2023-01-30,Sud Kivu,Kabare,136183.0,138.0,0.0,0.0,101.33
Paludisme Susp,2023-01-30,Sud Kivu,Kadutu,262627.0,149.0,0.0,0.0,56.73
Paludisme Susp,2023-01-30,Sud Kivu,Kalehe,112594.0,230.0,0.0,0.0,204.27
Paludisme Susp,2023-01-30,Sud Kivu,Kalole,153498.0,820.0,1.0,0.12,534.21
Paludisme Susp,2023-01-30,Sud Kivu,Kalonge,100768.0,130.0,0.0,0.0,129.01
Paludisme Susp,2023-01-30,Sud Kivu,Kamituga,154208.0,821.0,2.0,0.24,532.4
Paludisme Susp,2023-01-30,Sud Kivu,Kaniola,111505.0,581.0,0.0,0.0,521.05
Paludisme Susp,2023-01-30,Sud Kivu,Katana,126644.0,1426.0,0.0,0.0,1125.99
Paludisme Susp,2023-01-30,Sud Kivu,Kaziba,88900.0,155.0,0.0,0.0,174.35
Paludisme Susp,2023-01-30,Sud Kivu,Kitutu,103945.0,821.0,0.0,0.0,789.84
Paludisme Susp,2023-01-30,Sud Kivu,Lemera,136689.0,649.0,0.0,0.0,474.8
Paludisme Susp,2023-01-30,Sud Kivu,Lulenge Kimbi,75398.0,611.0,0.0,0.0,810.37
Paludisme Susp,2023-01-30,Sud Kivu,Lulingu,135497.0,1080.0,0.0,0.0,797.07
Paludisme Susp,2023-01-30,Sud Kivu,Minembwe,55411.0,133.0,0.0,0.0,240.02
Paludisme Susp,2023-01-30,Sud Kivu,Minova,119900.0,1038.0,0.0,0.0,865.72
Paludisme Susp,2023-01-30,Sud Kivu,Miti Murhesa,145949.0,959.0,0.0,0.0,657.08
Paludisme Susp,2023-01-30,Sud Kivu,Mubumbano,134748.0,231.0,0.0,0.0,171.43
Paludisme Susp,2023-01-30,Sud Kivu,Mwana,116300.0,37.0,0.0,0.0,31.81
Paludisme Susp,2023-01-30,Sud Kivu,Mwenga,158457.0,349.0,0.0,0.0,220.25
Paludisme Susp,2023-01-30,Sud Kivu,Nundu,120129.0,927.0,0.0,0.0,771.67
Paludisme Susp,2023-01-30,Sud Kivu,Nyangezi,85706.0,318.0,0.0,0.0,371.04
Paludisme Susp,2023-01-30,Sud Kivu,Nyantende,67016.0,204.0,0.0,0.0,304.4
Paludisme Susp,2023-01-30,Sud Kivu,Ruzizi,211761.0,365.0,0.0,0.0,172.36
Paludisme Susp,2023-01-30,Sud Kivu,Shabunda Centre,145488.0,186.0,3.0,1.61,127.85
Paludisme Susp,2023-01-30,Sud Kivu,Uvira,227649.0,652.0,1.0,0.15,286.41
Paludisme Susp,2023-01-30,Sud Kivu,Walungu,197810.0,422.0,0.0,0.0,213.34
Paludisme Susp,2023-01-30,Sud Ubangi,Bangabola,178726.0,746.0,0.0,0.0,417.4
Paludisme Susp,2023-01-30,Sud Ubangi,Bogosenubea,169392.0,1220.0,0.0,0.0,720.22
Paludisme Susp,2023-01-30,Sud Ubangi,Bokonzi,378370.0,2552.0,0.0,0.0,674.47
Paludisme Susp,2023-01-30,Sud Ubangi,Bominenge,169384.0,1938.0,0.0,0.0,1144.15
Paludisme Susp,2023-01-30,Sud Ubangi,Boto,116662.0,1564.0,0.0,0.0,1340.63
Paludisme Susp,2023-01-30,Sud Ubangi,Budjala,201330.0,2228.0,0.0,0.0,1106.64
Paludisme Susp,2023-01-30,Sud Ubangi,Bulu,140300.0,1498.0,0.0,0.0,1067.71
Paludisme Susp,2023-01-30,Sud Ubangi,Bwamanda,290408.0,2334.0,0.0,0.0,803.7
Paludisme Susp,2023-01-30,Sud Ubangi,Gemena,444764.0,4144.0,0.0,0.0,931.73
Paludisme Susp,2023-01-30,Sud Ubangi,Kungu,102686.0,1774.0,0.0,0.0,1727.6
Paludisme Susp,2023-01-30,Sud Ubangi,Libenge,384558.0,3194.0,0.0,0.0,830.56
Paludisme Susp,2023-01-30,Sud Ubangi,Mawuya,170258.0,1012.0,0.0,0.0,594.39
Paludisme Susp,2023-01-30,Sud Ubangi,Mbaya,121948.0,1362.0,0.0,0.0,1116.87
Paludisme Susp,2023-01-30,Sud Ubangi,Ndage,120772.0,1142.0,0.0,0.0,945.58
Paludisme Susp,2023-01-30,Sud Ubangi,Tandala,476688.0,3408.0,0.0,0.0,714.93
Paludisme Susp,2023-01-30,Sud Ubangi,Zongo,45686.0,1494.0,0.0,0.0,3270.15
Paludisme Susp,2023-01-30,Tanganyika,Ankoro,315968.0,1217.0,0.0,0.0,385.17
Paludisme Susp,2023-01-30,Tanganyika,Kabalo,307685.0,530.0,0.0,0.0,172.25
Paludisme Susp,2023-01-30,Tanganyika,Kalemie,419011.0,1772.0,0.0,0.0,422.9
Paludisme Susp,2023-01-30,Tanganyika,Kansimba,204600.0,371.0,0.0,0.0,181.33
Paludisme Susp,2023-01-30,Tanganyika,Kiyambi,204152.0,775.0,0.0,0.0,379.62
Paludisme Susp,2023-01-30,Tanganyika,Kongolo,396220.0,940.0,0.0,0.0,237.24
Paludisme Susp,2023-01-30,Tanganyika,Manono,397936.0,1899.0,0.0,0.0,477.21
Paludisme Susp,2023-01-30,Tanganyika,Mbulala,237768.0,846.0,0.0,0.0,355.81
Paludisme Susp,2023-01-30,Tanganyika,Nyemba,391421.0,2116.0,0.0,0.0,540.59
Paludisme Susp,2023-01-30,Tanganyika,Nyunzu,309688.0,1001.0,0.0,0.0,323.23
Paludisme Susp,2023-01-30,Tshopo,Bafwabgobgo,86206.0,237.0,1.0,0.42,274.92
Paludisme Susp,2023-01-30,Tshopo,Banalia,177809.0,383.0,2.0,0.52,215.4
Paludisme Susp,2023-01-30,Tshopo,Basali,117924.0,314.0,1.0,0.32,266.27
Paludisme Susp,2023-01-30,Tshopo,Basoko,216646.0,711.0,1.0,0.14,328.19
Paludisme Susp,2023-01-30,Tshopo,Bengamisa,145183.0,72.0,0.0,0.0,49.59
Paludisme Susp,2023-01-30,Tshopo,Isangi,204438.0,736.0,1.0,0.14,360.01
Paludisme Susp,2023-01-30,Tshopo,Kabondo,210895.0,866.0,0.0,0.0,410.63
Paludisme Susp,2023-01-30,Tshopo,Lowa,164089.0,57.0,0.0,0.0,34.74
Paludisme Susp,2023-01-30,Tshopo,Lubunga,188877.0,485.0,0.0,0.0,256.78
Paludisme Susp,2023-01-30,Tshopo,Makiso Kisangan,399706.0,1027.0,0.0,0.0,256.94
Paludisme Susp,2023-01-30,Tshopo,Mangobo,264495.0,1011.0,0.0,0.0,382.24
Paludisme Susp,2023-01-30,Tshopo,Opala,164737.0,469.0,0.0,0.0,284.7
Paludisme Susp,2023-01-30,Tshopo,Opienge,78950.0,89.0,0.0,0.0,112.73
Paludisme Susp,2023-01-30,Tshopo,Tshopo,183655.0,215.0,0.0,0.0,117.07
Paludisme Susp,2023-01-30,Tshopo,Ubundu,126458.0,189.0,0.0,0.0,149.46
Paludisme Susp,2023-01-30,Tshopo,Wanierukula,97403.0,287.0,0.0,0.0,294.65
Paludisme Susp,2023-01-30,Tshopo,Yabaondo,208448.0,529.0,1.0,0.19,253.78
Paludisme Susp,2023-01-30,Tshopo,Yahisuli,119898.0,389.0,0.0,0.0,324.44
Paludisme Susp,2023-01-30,Tshopo,Yahuma,263111.0,1001.0,3.0,0.3,380.45
Paludisme Susp,2023-01-30,Tshopo,Yakusu,203745.0,812.0,0.0,0.0,398.54
Paludisme Susp,2023-01-30,Tshopo,Yaleko,192687.0,212.0,1.0,0.47,110.02
Paludisme Susp,2023-01-30,Tshopo,Yalimbongo,134021.0,153.0,0.0,0.0,114.16
Paludisme Susp,2023-01-30,Tshuapa,Befale,212280.0,713.0,1.0,0.14,335.88
Paludisme Susp,2023-01-30,Tshuapa,Boende,325616.0,941.0,2.0,0.21,288.99
Paludisme Susp,2023-01-30,Tshuapa,Bokungu,240788.0,628.0,0.0,0.0,260.81
Paludisme Susp,2023-01-30,Tshuapa,Djolu,563286.0,1066.0,0.0,0.0,189.25
Paludisme Susp,2023-01-30,Tshuapa,Ikela,236984.0,764.0,0.0,0.0,322.38
Paludisme Susp,2023-01-30,Tshuapa,Lingomo,161934.0,556.0,2.0,0.36,343.35
Paludisme Susp,2023-01-30,Tshuapa,Mompono,170697.0,601.0,0.0,0.0,352.09
Paludisme Susp,2023-01-30,Tshuapa,Mondombe,207324.0,435.0,0.0,0.0,209.82
Paludisme Susp,2023-01-30,Tshuapa,Monkoto,166197.0,402.0,0.0,0.0,241.88
Paludisme Susp,2023-01-30,Tshuapa,Wema,137062.0,194.0,2.0,1.03,141.54
Paludisme Susp,2023-01-30,Tshuapa,Yalifafu,208926.0,467.0,0.0,0.0,223.52
Peste,2023-01-30,Ituri,Rethy,261240.0,1.0,0.0,0.0,0.38
Peste,2023-01-30,Kasai Oriental,Kasansa,259766.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Bas Uele,Bondo,100284.0,1.0,0.0,0.0,1.0
Pfa,2023-01-30,Bas Uele,Buta,175748.0,1.0,0.0,0.0,0.57
Pfa,2023-01-30,Equateur,Djombo,114954.0,1.0,0.0,0.0,0.87
Pfa,2023-01-30,Equateur,Lukolela,186785.0,2.0,0.0,0.0,1.07
Pfa,2023-01-30,Haut Katanga,Kisanga,113574.0,1.0,0.0,0.0,0.88
Pfa,2023-01-30,Haut Katanga,Likasi,77575.0,3.0,0.0,0.0,3.87
Pfa,2023-01-30,Haut Katanga,Mitwaba,80089.0,1.0,0.0,0.0,1.25
Pfa,2023-01-30,Haut Katanga,Rwashi,159294.0,1.0,0.0,0.0,0.63
Pfa,2023-01-30,Kasai,Mikope,247657.0,1.0,0.0,0.0,0.4
Pfa,2023-01-30,Kasai Oriental,Citenge,300296.0,1.0,0.0,0.0,0.33
Pfa,2023-01-30,Kasai Oriental,Kasansa,259766.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Kasai Oriental,Mpokolo,351952.0,1.0,0.0,0.0,0.28
Pfa,2023-01-30,Kinshasa,Biyela,286983.0,1.0,0.0,0.0,0.35
Pfa,2023-01-30,Kinshasa,Ndjili,413440.0,1.0,0.0,0.0,0.24
Pfa,2023-01-30,Kongo Central,Kibunzi,47383.0,1.0,0.0,0.0,2.11
Pfa,2023-01-30,Kongo Central,Masa,87115.0,1.0,0.0,0.0,1.15
Pfa,2023-01-30,Kongo Central,Nzanza,100138.0,1.0,0.0,0.0,1.0
Pfa,2023-01-30,Lualaba,Fungurume,80304.0,1.0,0.0,0.0,1.25
Pfa,2023-01-30,Lualaba,Kasaji,182368.0,1.0,0.0,0.0,0.55
Pfa,2023-01-30,Mongala,Lisala,391232.0,1.0,0.0,0.0,0.26
Pfa,2023-01-30,Nord Kivu,Katwa,299875.0,1.0,0.0,0.0,0.33
Pfa,2023-01-30,Nord Kivu,Lubero,324359.0,1.0,0.0,0.0,0.31
Pfa,2023-01-30,Nord Ubangi,Abuzi,100105.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Bili,227634.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Bosobolo,213412.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Businga,155696.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Gbado Lite,180191.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Karawa,323356.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Loko,158570.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Mobayi Mbongo,171823.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Wapinda,95857.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Nord Ubangi,Yakoma,133570.0,0.0,0.0,0.0,0.0
Pfa,2023-01-30,Sankuru,Wembo Nyama,136222.0,1.0,0.0,0.0,0.73
Pfa,2023-01-30,Sud Ubangi,Bangabola,178726.0,2.0,0.0,0.0,1.12
Pfa,2023-01-30,Tanganyika,Ankoro,315968.0,1.0,0.0,0.0,0.32
Pfa,2023-01-30,Tanganyika,Kansimba,204600.0,1.0,0.0,0.0,0.49
Pfa,2023-01-30,Tanganyika,Mbulala,237768.0,1.0,0.0,0.0,0.42
Pfa,2023-01-30,Tanganyika,Moba,403547.0,3.0,0.0,0.0,0.74
Pfa,2023-01-30,Tanganyika,Nyunzu,309688.0,1.0,0.0,0.0,0.32
Pfa,2023-01-30,Tshopo,Isangi,204438.0,1.0,0.0,0.0,0.49
Pfa,2023-01-30,Tshuapa,Befale,212280.0,1.0,0.0,0.0,0.47
Pneumonie,2023-01-30,Bas Uele,Aketi,128993.0,39.0,0.0,0.0,30.23
Pneumonie,2023-01-30,Bas Uele,Ango,98734.0,25.0,0.0,0.0,25.32
Pneumonie,2023-01-30,Bas Uele,Bili,61271.0,9.0,0.0,0.0,14.69
Pneumonie,2023-01-30,Bas Uele,Bondo,100284.0,2.0,0.0,0.0,1.99
Pneumonie,2023-01-30,Bas Uele,Buta,175748.0,25.0,0.0,0.0,14.22
Pneumonie,2023-01-30,Bas Uele,Monga,75225.0,26.0,0.0,0.0,34.56
Pneumonie,2023-01-30,Bas Uele,Titule,73432.0,17.0,0.0,0.0,23.15
Pneumonie,2023-01-30,Bas Uele,Viadana,99367.0,35.0,1.0,2.86,35.22
Pneumonie,2023-01-30,Equateur,Basankusu,309721.0,62.0,0.0,0.0,20.02
Pneumonie,2023-01-30,Equateur,Bikoro,194501.0,124.0,0.0,0.0,63.75
Pneumonie,2023-01-30,Equateur,Bolenge,136788.0,19.0,0.0,0.0,13.89
Pneumonie,2023-01-30,Equateur,Bolomba,342116.0,34.0,0.0,0.0,9.94
Pneumonie,2023-01-30,Equateur,Djombo,114954.0,56.0,0.0,0.0,48.72
Pneumonie,2023-01-30,Equateur,Iboko,146900.0,50.0,0.0,0.0,34.04
Pneumonie,2023-01-30,Equateur,Ingende,189474.0,112.0,0.0,0.0,59.11
Pneumonie,2023-01-30,Equateur,Lilanga Bobangi,103910.0,4.0,0.0,0.0,3.85
Pneumonie,2023-01-30,Equateur,Lotumbe,150990.0,104.0,0.0,0.0,68.88
Pneumonie,2023-01-30,Equateur,Lukolela,186785.0,33.0,0.0,0.0,17.67
Pneumonie,2023-01-30,Equateur,Mampoko,140665.0,12.0,0.0,0.0,8.53
Pneumonie,2023-01-30,Equateur,Mbandaka,278720.0,19.0,0.0,0.0,6.82
Pneumonie,2023-01-30,Equateur,Monieka,97452.0,4.0,0.0,0.0,4.1
Pneumonie,2023-01-30,Equateur,Ntondo,92663.0,43.0,0.0,0.0,46.4
Pneumonie,2023-01-30,Haut Katanga,Kambove,76844.0,1.0,1.0,100.0,1.3
Pneumonie,2023-01-30,Haut Katanga,Kampemba,238177.0,35.0,0.0,0.0,14.69
Pneumonie,2023-01-30,Haut Katanga,Kapolowe,98741.0,10.0,0.0,0.0,10.13
Pneumonie,2023-01-30,Haut Katanga,Kasenga,217730.0,88.0,0.0,0.0,40.42
Pneumonie,2023-01-30,Haut Katanga,Kenya,160523.0,31.0,0.0,0.0,19.31
Pneumonie,2023-01-30,Haut Katanga,Kikula,107256.0,13.0,0.0,0.0,12.12
Pneumonie,2023-01-30,Haut Katanga,Kilwa,200232.0,100.0,0.0,0.0,49.94
Pneumonie,2023-01-30,Haut Katanga,Kipushi,142135.0,11.0,1.0,9.09,7.74
Pneumonie,2023-01-30,Haut Katanga,Kisanga,113574.0,7.0,0.0,0.0,6.16
Pneumonie,2023-01-30,Haut Katanga,Likasi,77575.0,63.0,0.0,0.0,81.21
Pneumonie,2023-01-30,Haut Katanga,Lukafu,101991.0,11.0,0.0,0.0,10.79
Pneumonie,2023-01-30,Haut Katanga,Mufunga Sampwe,135583.0,15.0,0.0,0.0,11.06
Pneumonie,2023-01-30,Haut Katanga,Panda,51598.0,3.0,0.0,0.0,5.81
Pneumonie,2023-01-30,Haut Katanga,Rwashi,159294.0,256.0,0.0,0.0,160.71
Pneumonie,2023-01-30,Haut Katanga,Sakania,143509.0,27.0,0.0,0.0,18.81
Pneumonie,2023-01-30,Haut Uele,Aba,120859.0,22.0,0.0,0.0,18.2
Pneumonie,2023-01-30,Haut Uele,Faradje,104994.0,12.0,0.0,0.0,11.43
Pneumonie,2023-01-30,Haut Uele,Gombari,105200.0,24.0,0.0,0.0,22.81
Pneumonie,2023-01-30,Haut Uele,Isiro,231735.0,22.0,0.0,0.0,9.49
Pneumonie,2023-01-30,Haut Uele,Pawa,157657.0,152.0,0.0,0.0,96.41
Pneumonie,2023-01-30,Haut Uele,Rungu,97116.0,5.0,0.0,0.0,5.15
Pneumonie,2023-01-30,Haut Uele,Wamba,124235.0,37.0,0.0,0.0,29.78
Pneumonie,2023-01-30,Ituri,Adi,205546.0,12.0,0.0,0.0,5.84
Pneumonie,2023-01-30,Ituri,Ariwara,270602.0,59.0,1.0,1.69,21.8
Pneumonie,2023-01-30,Ituri,Aru,236946.0,19.0,0.0,0.0,8.02
Pneumonie,2023-01-30,Ituri,Bambu,187698.0,102.0,0.0,0.0,54.34
Pneumonie,2023-01-30,Ituri,Bunia,397320.0,85.0,0.0,0.0,21.39
Pneumonie,2023-01-30,Ituri,Drodro,194057.0,5.0,0.0,0.0,2.58
Pneumonie,2023-01-30,Ituri,Fataki,164042.0,38.0,0.0,0.0,23.16
Pneumonie,2023-01-30,Ituri,Gethy,241194.0,18.0,0.0,0.0,7.46
Pneumonie,2023-01-30,Ituri,Jiba,160099.0,7.0,0.0,0.0,4.37
Pneumonie,2023-01-30,Ituri,Komanda,306647.0,105.0,0.0,0.0,34.24
Pneumonie,2023-01-30,Ituri,Laybo,190668.0,12.0,0.0,0.0,6.29
Pneumonie,2023-01-30,Ituri,Lita,166912.0,198.0,0.0,0.0,118.63
Pneumonie,2023-01-30,Ituri,Mahagi,232340.0,17.0,0.0,0.0,7.32
Pneumonie,2023-01-30,Ituri,Mambassa,126429.0,16.0,0.0,0.0,12.66
Pneumonie,2023-01-30,Ituri,Mangala,118194.0,54.0,0.0,0.0,45.69
Pneumonie,2023-01-30,Ituri,Mongbwalu,0.0,21.0,0.0,0.0,0.0
Pneumonie,2023-01-30,Ituri,Nia Nia,0.0,23.0,0.0,0.0,0.0
Pneumonie,2023-01-30,Ituri,Nyakunde,124808.0,90.0,0.0,0.0,72.11
Pneumonie,2023-01-30,Ituri,Rethy,261240.0,5.0,0.0,0.0,1.91
Pneumonie,2023-01-30,Ituri,Rimba,275818.0,130.0,0.0,0.0,47.13
Pneumonie,2023-01-30,Ituri,Rwampara,233671.0,92.0,0.0,0.0,39.37
Pneumonie,2023-01-30,Ituri,Tchomia,140055.0,28.0,0.0,0.0,19.99
Pneumonie,2023-01-30,Kasai Oriental,Bibanga,192525.0,72.0,0.0,0.0,37.4
Pneumonie,2023-01-30,Kasai Oriental,Bonzola,226785.0,28.0,0.0,0.0,12.35
Pneumonie,2023-01-30,Kasai Oriental,Cilundu,233104.0,157.0,0.0,0.0,67.35
Pneumonie,2023-01-30,Kasai Oriental,Citenge,300296.0,11.0,0.0,0.0,3.66
Pneumonie,2023-01-30,Kasai Oriental,Dibindi,339432.0,88.0,0.0,0.0,25.93
Pneumonie,2023-01-30,Kasai Oriental,Diulu,468328.0,26.0,0.0,0.0,5.55
Pneumonie,2023-01-30,Kasai Oriental,Kabeya Kamuanga,251276.0,85.0,0.0,0.0,33.83
Pneumonie,2023-01-30,Kasai Oriental,Kasansa,259766.0,258.0,0.0,0.0,99.32
Pneumonie,2023-01-30,Kasai Oriental,Lukelenge,346890.0,82.0,0.0,0.0,23.64
Pneumonie,2023-01-30,Kasai Oriental,Miabi,197160.0,374.0,0.0,0.0,189.69
Pneumonie,2023-01-30,Kasai Oriental,Mpokolo,351952.0,139.0,0.0,0.0,39.49
Pneumonie,2023-01-30,Kasai Oriental,Nzaba,368680.0,144.0,0.0,0.0,39.06
Pneumonie,2023-01-30,Kasai Oriental,Tshilenge,366204.0,404.0,0.0,0.0,110.32
Pneumonie,2023-01-30,Kasai Oriental,Tshishimbi,227847.0,41.0,0.0,0.0,17.99
Pneumonie,2023-01-30,Kinshasa,Bandalungwa,190540.0,1.0,0.0,0.0,0.52
Pneumonie,2023-01-30,Kinshasa,Binza Meteo,549734.0,9.0,0.0,0.0,1.64
Pneumonie,2023-01-30,Kinshasa,Binza Ozone,431607.0,27.0,0.0,0.0,6.26
Pneumonie,2023-01-30,Kinshasa,Biyela,286983.0,21.0,0.0,0.0,7.32
Pneumonie,2023-01-30,Kinshasa,Bumbu,286983.0,4.0,0.0,0.0,1.39
Pneumonie,2023-01-30,Kinshasa,Gombe,121931.0,24.0,0.0,0.0,19.68
Pneumonie,2023-01-30,Kinshasa,Kalamu Ii,178435.0,10.0,0.0,0.0,5.6
Pneumonie,2023-01-30,Kinshasa,Kikimi,357407.0,84.0,0.0,0.0,23.5
Pneumonie,2023-01-30,Kinshasa,Kimbanseke,327039.0,2.0,0.0,0.0,0.61
Pneumonie,2023-01-30,Kinshasa,Kingasani,301333.0,48.0,0.0,0.0,15.93
Pneumonie,2023-01-30,Kinshasa,Kinshasa,249712.0,6.0,0.0,0.0,2.4
Pneumonie,2023-01-30,Kinshasa,Kokolo,444580.0,9.0,0.0,0.0,2.02
Pneumonie,2023-01-30,Kinshasa,Lemba,263723.0,39.0,0.0,0.0,14.79
